fipdate,exposed_aw,exposed_po,exposed_wd,date,fips
60332019-06-18,1,0,0,2019-06-18,6033
60332019-06-19,1,0,0,2019-06-19,6033
60332019-06-20,1,0,0,2019-06-20,6033
60332019-07-28,1,0,0,2019-07-28,6033
60332019-07-29,1,0,0,2019-07-29,6033
60332019-08-15,1,0,0,2019-08-15,6033
60332019-08-16,1,0,0,2019-08-16,6033
60332019-08-17,1,0,0,2019-08-17,6033
60332019-08-24,1,0,0,2019-08-24,6033
60332019-08-26,1,0,0,2019-08-26,6033
60332019-08-27,1,0,0,2019-08-27,6033
60332019-08-28,1,0,0,2019-08-28,6033
60332019-09-14,1,0,0,2019-09-14,6033
60332019-09-25,1,0,0,2019-09-25,6033
60332019-09-26,1,0,0,2019-09-26,6033
60332019-10-23,0,0,1,2019-10-23,6033
60332019-10-24,0,0,1,2019-10-24,6033
60332019-10-25,0,0,1,2019-10-25,6033
60332019-10-26,0,0,1,2019-10-26,6033
60332019-10-27,0,0,1,2019-10-27,6033
60332019-10-28,0,0,1,2019-10-28,6033
60332019-10-29,0,0,1,2019-10-29,6033
60332019-10-30,0,0,1,2019-10-30,6033
60332019-10-31,0,0,1,2019-10-31,6033
60332019-11-01,0,0,1,2019-11-01,6033
60332019-11-02,0,0,1,2019-11-02,6033
60332019-11-03,0,0,1,2019-11-03,6033
60332019-11-04,0,0,1,2019-11-04,6033
60332019-11-05,0,0,1,2019-11-05,6033
60332019-11-06,0,0,1,2019-11-06,6033
60332019-11-07,0,0,1,2019-11-07,6033
60332019-11-08,0,0,1,2019-11-08,6033
60332019-11-09,0,0,1,2019-11-09,6033
60332019-11-10,0,0,1,2019-11-10,6033
60352018-06-27,0,0,1,2018-06-27,6035
60352018-06-28,0,0,1,2018-06-28,6035
60352018-06-29,0,0,1,2018-06-29,6035
60352018-07-15,1,0,0,2018-07-15,6035
60352018-07-25,1,0,0,2018-07-25,6035
60352019-08-24,0,0,1,2019-08-24,6035
60352019-08-25,0,0,1,2019-08-25,6035
60352019-08-26,0,0,1,2019-08-26,6035
60352019-08-27,0,0,1,2019-08-27,6035
60372018-06-13,1,0,0,2018-06-13,6037
60372018-06-23,1,0,0,2018-06-23,6037
60372018-07-07,1,0,0,2018-07-07,6037
60372018-07-08,1,0,0,2018-07-08,6037
60372018-07-09,1,0,0,2018-07-09,6037
60372018-07-10,1,0,0,2018-07-10,6037
60372018-07-11,1,0,0,2018-07-11,6037
60372018-07-14,1,0,0,2018-07-14,6037
60372018-07-15,1,0,0,2018-07-15,6037
60372018-07-16,1,0,0,2018-07-16,6037
60372018-07-23,1,0,0,2018-07-23,6037
60372018-07-24,1,0,0,2018-07-24,6037
60372018-07-25,1,0,0,2018-07-25,6037
60372018-07-26,1,0,0,2018-07-26,6037
60372018-07-27,1,0,0,2018-07-27,6037
60372018-07-28,1,0,0,2018-07-28,6037
60372018-07-29,1,0,0,2018-07-29,6037
60372018-07-30,1,0,0,2018-07-30,6037
60372018-07-31,1,0,0,2018-07-31,6037
60372018-08-01,1,0,0,2018-08-01,6037
60372018-08-02,1,0,0,2018-08-02,6037
60372018-08-03,1,0,0,2018-08-03,6037
60372018-08-04,1,0,0,2018-08-04,6037
60372018-08-05,1,0,0,2018-08-05,6037
60372018-08-07,1,0,0,2018-08-07,6037
60372018-08-08,1,0,0,2018-08-08,6037
60372018-08-09,1,0,0,2018-08-09,6037
60372018-08-10,1,0,0,2018-08-10,6037
60372018-08-20,1,0,0,2018-08-20,6037
60372018-09-10,1,0,0,2018-09-10,6037
60372018-09-23,1,0,0,2018-09-23,6037
60372018-11-08,0,0,1,2018-11-08,6037
60372018-11-09,0,0,1,2018-11-09,6037
60372018-11-10,0,0,1,2018-11-10,6037
60372018-11-11,0,0,1,2018-11-11,6037
60372018-11-12,0,0,1,2018-11-12,6037
60372018-11-13,0,0,1,2018-11-13,6037
60372018-11-14,0,0,1,2018-11-14,6037
60372018-11-15,0,0,1,2018-11-15,6037
60372018-11-16,0,0,1,2018-11-16,6037
60372018-11-17,0,0,1,2018-11-17,6037
60372018-11-18,0,0,1,2018-11-18,6037
60372018-11-19,0,0,1,2018-11-19,6037
60372018-11-20,0,0,1,2018-11-20,6037
60372018-11-21,0,0,1,2018-11-21,6037
60372018-11-22,0,0,1,2018-11-22,6037
60372019-06-11,1,0,0,2019-06-11,6037
60372019-06-12,1,0,0,2019-06-12,6037
60372019-07-24,1,0,0,2019-07-24,6037
60372019-07-25,1,0,0,2019-07-25,6037
60372019-07-26,1,0,0,2019-07-26,6037
60372019-07-27,1,0,0,2019-07-27,6037
60372019-07-28,1,0,0,2019-07-28,6037
60372019-07-29,1,0,0,2019-07-29,6037
60372019-08-27,1,0,0,2019-08-27,6037
60372019-09-02,1,0,0,2019-09-02,6037
60372019-09-03,1,0,0,2019-09-03,6037
60372019-09-04,1,0,0,2019-09-04,6037
60372019-09-05,1,0,0,2019-09-05,6037
60372019-09-06,1,0,0,2019-09-06,6037
60372019-09-14,1,0,0,2019-09-14,6037
60372019-09-15,1,0,0,2019-09-15,6037
60372019-10-10,0,0,1,2019-10-10,6037
60372019-10-11,0,0,1,2019-10-11,6037
60372019-10-12,0,0,1,2019-10-12,6037
60372019-10-13,0,0,1,2019-10-13,6037
60372019-10-14,0,0,1,2019-10-14,6037
60372019-10-15,0,0,1,2019-10-15,6037
60372019-10-16,0,0,1,2019-10-16,6037
60372019-10-17,0,0,1,2019-10-17,6037
60372019-10-18,0,0,1,2019-10-18,6037
60372019-10-19,0,0,1,2019-10-19,6037
60372019-10-20,0,0,1,2019-10-20,6037
60372019-10-21,0,0,1,2019-10-21,6037
60372019-10-22,0,0,1,2019-10-22,6037
60372019-10-23,0,0,1,2019-10-23,6037
60372019-10-24,0,0,1,2019-10-24,6037
60372019-10-25,0,0,1,2019-10-25,6037
60372019-10-26,0,0,1,2019-10-26,6037
60372019-10-27,0,0,1,2019-10-27,6037
60372019-10-28,0,0,1,2019-10-28,6037
60372019-10-29,0,0,1,2019-10-29,6037
60372019-10-30,0,0,1,2019-10-30,6037
60372019-10-31,0,0,1,2019-10-31,6037
60372019-11-01,0,0,1,2019-11-01,6037
60372019-11-02,0,0,1,2019-11-02,6037
60372019-11-03,0,0,1,2019-11-03,6037
60372019-11-04,0,0,1,2019-11-04,6037
60372019-11-05,0,0,1,2019-11-05,6037
60372019-11-06,0,0,1,2019-11-06,6037
60372019-11-07,0,0,1,2019-11-07,6037
60372019-11-08,0,0,1,2019-11-08,6037
60372019-11-09,0,0,1,2019-11-09,6037
60372019-11-10,0,0,1,2019-11-10,6037
60372019-11-11,0,0,1,2019-11-11,6037
60372019-11-12,0,0,1,2019-11-12,6037
60372019-11-13,0,0,1,2019-11-13,6037
60372019-11-14,0,0,1,2019-11-14,6037
60392018-06-14,1,0,0,2018-06-14,6039
60392018-06-24,1,0,0,2018-06-24,6039
60392018-06-25,1,0,0,2018-06-25,6039
60392018-07-07,1,0,0,2018-07-07,6039
60392018-07-08,1,0,0,2018-07-08,6039
60392018-07-09,1,0,0,2018-07-09,6039
60392018-07-12,1,0,0,2018-07-12,6039
60392018-07-13,1,0,0,2018-07-13,6039
60392018-07-14,1,0,0,2018-07-14,6039
60392018-07-15,1,0,0,2018-07-15,6039
60392018-07-16,1,0,0,2018-07-16,6039
60392018-07-17,1,0,0,2018-07-17,6039
60392018-07-18,1,0,0,2018-07-18,6039
60392018-07-19,1,0,0,2018-07-19,6039
60392018-07-20,1,0,0,2018-07-20,6039
60392018-07-21,1,0,0,2018-07-21,6039
60392018-07-24,1,0,0,2018-07-24,6039
60392018-07-25,1,0,0,2018-07-25,6039
60392018-07-26,1,0,0,2018-07-26,6039
60392018-07-27,1,0,0,2018-07-27,6039
60392018-07-28,1,0,0,2018-07-28,6039
60392018-07-29,1,0,0,2018-07-29,6039
60392018-07-30,1,0,0,2018-07-30,6039
60392018-07-31,1,0,0,2018-07-31,6039
60392018-08-01,1,0,0,2018-08-01,6039
60392018-08-02,1,0,0,2018-08-02,6039
60392018-08-10,1,0,0,2018-08-10,6039
60392018-08-11,1,0,0,2018-08-11,6039
60392018-08-18,1,0,0,2018-08-18,6039
60392018-08-19,1,0,0,2018-08-19,6039
60392018-08-20,1,0,0,2018-08-20,6039
60392019-01-07,0,1,0,2019-01-07,6039
60392019-02-05,0,1,0,2019-02-05,6039
60392019-02-06,0,1,0,2019-02-06,6039
60392019-02-07,0,1,0,2019-02-07,6039
60392019-02-08,0,1,0,2019-02-08,6039
60392019-02-14,0,1,0,2019-02-14,6039
60392019-02-15,0,1,0,2019-02-15,6039
60392019-02-16,0,1,0,2019-02-16,6039
60392019-02-17,0,1,0,2019-02-17,6039
60392019-04-10,0,1,0,2019-04-10,6039
60392019-06-12,1,0,0,2019-06-12,6039
60392019-06-13,1,0,0,2019-06-13,6039
60392019-07-23,1,0,0,2019-07-23,6039
60392019-07-24,0,1,0,2019-07-24,6039
60392019-07-25,1,0,0,2019-07-25,6039
60392019-07-26,1,0,0,2019-07-26,6039
60392019-07-28,1,0,0,2019-07-28,6039
60392019-07-29,1,0,0,2019-07-29,6039
60392019-08-06,0,1,0,2019-08-06,6039
60392019-08-15,1,0,0,2019-08-15,6039
60392019-08-16,1,0,0,2019-08-16,6039
60392019-08-17,1,0,0,2019-08-17,6039
60392019-08-24,1,0,0,2019-08-24,6039
60392019-08-25,1,0,0,2019-08-25,6039
60392019-08-26,1,0,0,2019-08-26,6039
60392019-08-27,1,0,0,2019-08-27,6039
60392019-08-28,1,0,0,2019-08-28,6039
60392019-08-29,1,0,0,2019-08-29,6039
60392019-09-02,1,0,0,2019-09-02,6039
60392019-09-03,1,0,0,2019-09-03,6039
60392019-09-04,1,0,0,2019-09-04,6039
60392019-09-05,1,0,0,2019-09-05,6039
60392019-09-06,1,0,0,2019-09-06,6039
60392019-10-28,0,1,0,2019-10-28,6039
60392019-10-29,0,1,0,2019-10-29,6039
60392019-10-30,0,1,0,2019-10-30,6039
60392019-11-27,0,1,0,2019-11-27,6039
60392019-11-28,0,1,0,2019-11-28,6039
60412019-01-17,0,1,0,2019-01-17,6041
60412019-01-18,0,1,0,2019-01-18,6041
60412019-02-14,0,1,0,2019-02-14,6041
60412019-02-15,0,1,0,2019-02-15,6041
60412019-02-16,0,1,0,2019-02-16,6041
60412019-02-27,0,1,0,2019-02-27,6041
60412019-02-28,0,1,0,2019-02-28,6041
60412019-06-11,1,0,0,2019-06-11,6041
60412019-06-12,1,0,0,2019-06-12,6041
60412019-08-15,1,0,0,2019-08-15,6041
60412019-08-16,1,0,0,2019-08-16,6041
60412019-09-01,0,1,0,2019-09-01,6041
60412019-09-02,0,1,0,2019-09-02,6041
60412019-09-25,1,0,0,2019-09-25,6041
60412019-09-26,1,0,0,2019-09-26,6041
60412019-10-11,0,1,0,2019-10-11,6041
60412019-10-27,0,1,0,2019-10-27,6041
60412019-10-29,0,1,0,2019-10-29,6041
60412019-10-30,0,1,0,2019-10-30,6041
60432018-07-07,1,0,0,2018-07-07,6043
60432018-07-08,1,0,0,2018-07-08,6043
60432018-07-09,1,0,0,2018-07-09,6043
60432018-07-13,1,0,1,2018-07-13,6043
60432018-07-14,1,0,1,2018-07-14,6043
60432018-07-15,1,0,1,2018-07-15,6043
60432018-07-16,1,0,1,2018-07-16,6043
60432018-07-17,1,0,1,2018-07-17,6043
60432018-07-18,1,0,1,2018-07-18,6043
60432018-07-19,1,0,1,2018-07-19,6043
60432018-07-20,1,0,1,2018-07-20,6043
60432018-07-21,1,0,1,2018-07-21,6043
60432018-07-22,0,0,1,2018-07-22,6043
60432018-07-23,0,0,1,2018-07-23,6043
60432018-07-24,1,0,1,2018-07-24,6043
60432018-07-25,1,0,1,2018-07-25,6043
60432018-07-26,1,0,1,2018-07-26,6043
60432018-07-27,1,0,1,2018-07-27,6043
60432018-07-28,1,0,1,2018-07-28,6043
60432018-07-29,1,0,1,2018-07-29,6043
60432018-07-30,1,0,1,2018-07-30,6043
60432018-07-31,1,0,1,2018-07-31,6043
60432018-08-01,1,0,1,2018-08-01,6043
60432018-08-02,1,0,1,2018-08-02,6043
60432018-08-03,0,0,1,2018-08-03,6043
60432018-08-04,0,0,1,2018-08-04,6043
60432018-08-05,0,0,1,2018-08-05,6043
60432018-08-06,0,0,1,2018-08-06,6043
60432018-08-07,0,0,1,2018-08-07,6043
60432018-08-08,0,1,1,2018-08-08,6043
60432018-08-09,0,1,1,2018-08-09,6043
60432018-08-10,1,1,1,2018-08-10,6043
60432018-08-11,1,0,1,2018-08-11,6043
60432018-08-12,0,0,1,2018-08-12,6043
60432018-08-13,0,0,1,2018-08-13,6043
60432018-08-14,0,0,1,2018-08-14,6043
60432018-08-15,0,0,1,2018-08-15,6043
60432018-08-16,0,0,1,2018-08-16,6043
60432018-08-17,0,0,1,2018-08-17,6043
60432018-08-18,0,0,1,2018-08-18,6043
60432018-08-19,0,0,1,2018-08-19,6043
60432018-08-20,1,0,1,2018-08-20,6043
60432018-08-21,0,0,1,2018-08-21,6043
60432018-08-22,0,0,1,2018-08-22,6043
60432019-06-12,1,0,0,2019-06-12,6043
60432019-06-13,1,0,0,2019-06-13,6043
60432019-07-23,1,0,0,2019-07-23,6043
60432019-07-24,1,0,0,2019-07-24,6043
60432019-07-25,1,0,0,2019-07-25,6043
60432019-07-26,1,0,0,2019-07-26,6043
60432019-07-28,1,0,0,2019-07-28,6043
60432019-07-29,1,0,0,2019-07-29,6043
60432019-08-16,1,0,0,2019-08-16,6043
60432019-08-24,1,0,0,2019-08-24,6043
60432019-08-25,1,0,0,2019-08-25,6043
60432019-08-26,1,0,0,2019-08-26,6043
60432019-08-27,1,0,0,2019-08-27,6043
60432019-08-28,1,0,0,2019-08-28,6043
60432019-08-29,1,0,0,2019-08-29,6043
60432019-09-02,1,0,0,2019-09-02,6043
60432019-09-03,1,0,0,2019-09-03,6043
60432019-09-04,1,0,0,2019-09-04,6043
60432019-09-05,1,0,0,2019-09-05,6043
60432019-09-06,1,0,0,2019-09-06,6043
60432019-10-06,0,0,1,2019-10-06,6043
60432019-10-07,0,0,1,2019-10-07,6043
60432019-10-08,0,0,1,2019-10-08,6043
60432019-10-09,0,0,1,2019-10-09,6043
60432019-10-10,0,0,1,2019-10-10,6043
60432019-10-11,0,0,1,2019-10-11,6043
60432019-10-12,0,0,1,2019-10-12,6043
60432019-10-13,0,0,1,2019-10-13,6043
60432019-10-14,0,0,1,2019-10-14,6043
60432019-10-15,0,0,1,2019-10-15,6043
60432019-10-16,0,0,1,2019-10-16,6043
60432019-10-17,0,0,1,2019-10-17,6043
60432019-10-18,0,0,1,2019-10-18,6043
60432019-10-19,0,0,1,2019-10-19,6043
60432019-10-20,0,0,1,2019-10-20,6043
60452018-03-03,0,1,0,2018-03-03,6045
60452018-03-04,0,1,0,2018-03-04,6045
60452018-04-06,0,1,0,2018-04-06,6045
60452018-04-07,0,1,0,2018-04-07,6045
60452018-07-15,1,0,0,2018-07-15,6045
60452018-07-18,1,0,0,2018-07-18,6045
60452018-07-19,1,0,0,2018-07-19,6045
60452018-07-20,1,0,0,2018-07-20,6045
60452018-07-25,1,0,0,2018-07-25,6045
60452018-07-26,1,0,0,2018-07-26,6045
60452018-07-27,1,0,1,2018-07-27,6045
60452018-07-28,0,0,1,2018-07-28,6045
60452018-07-29,0,0,1,2018-07-29,6045
60452018-07-30,0,1,1,2018-07-30,6045
60452018-07-31,0,0,1,2018-07-31,6045
60452018-08-01,0,0,1,2018-08-01,6045
60452018-08-02,0,0,1,2018-08-02,6045
60452018-08-03,0,0,1,2018-08-03,6045
60452018-08-04,0,0,1,2018-08-04,6045
60452018-08-05,0,0,1,2018-08-05,6045
60452018-08-06,0,0,1,2018-08-06,6045
60452018-08-07,0,0,1,2018-08-07,6045
60452018-08-08,0,0,1,2018-08-08,6045
60452018-08-09,0,0,1,2018-08-09,6045
60452018-08-10,0,0,1,2018-08-10,6045
60452018-08-11,0,0,1,2018-08-11,6045
60452018-08-12,0,0,1,2018-08-12,6045
60452018-08-13,0,0,1,2018-08-13,6045
60452018-08-14,0,0,1,2018-08-14,6045
60452018-08-15,0,0,1,2018-08-15,6045
60452018-08-16,0,0,1,2018-08-16,6045
60452018-08-17,0,0,1,2018-08-17,6045
60452018-08-18,0,0,1,2018-08-18,6045
60452018-08-19,0,0,1,2018-08-19,6045
60452018-08-20,0,0,1,2018-08-20,6045
60452018-08-21,0,0,1,2018-08-21,6045
60452018-08-22,0,0,1,2018-08-22,6045
60452018-08-23,0,0,1,2018-08-23,6045
60452018-08-24,0,0,1,2018-08-24,6045
60452018-08-25,0,0,1,2018-08-25,6045
60452018-08-26,0,0,1,2018-08-26,6045
60452018-08-27,0,0,1,2018-08-27,6045
60452018-08-28,0,0,1,2018-08-28,6045
60452018-08-29,0,0,1,2018-08-29,6045
60452018-08-30,0,0,1,2018-08-30,6045
60452018-08-31,0,0,1,2018-08-31,6045
60452018-09-01,0,0,1,2018-09-01,6045
60452018-09-02,0,0,1,2018-09-02,6045
60452018-09-03,0,0,1,2018-09-03,6045
60452018-09-04,0,0,1,2018-09-04,6045
60452018-09-05,0,0,1,2018-09-05,6045
60452018-09-06,0,0,1,2018-09-06,6045
60452018-09-07,0,0,1,2018-09-07,6045
60452018-09-08,0,0,1,2018-09-08,6045
60452018-09-09,0,0,1,2018-09-09,6045
60452018-09-10,0,0,1,2018-09-10,6045
60452018-09-11,0,0,1,2018-09-11,6045
60452018-09-12,0,0,1,2018-09-12,6045
60452018-09-13,0,0,1,2018-09-13,6045
60452018-09-14,0,0,1,2018-09-14,6045
60452018-09-15,0,0,1,2018-09-15,6045
60452018-09-16,0,0,1,2018-09-16,6045
60452018-09-17,0,0,1,2018-09-17,6045
60452018-09-18,0,0,1,2018-09-18,6045
60452018-09-19,0,0,1,2018-09-19,6045
60452018-09-20,0,0,1,2018-09-20,6045
60452018-09-21,0,0,1,2018-09-21,6045
60452018-09-22,0,0,1,2018-09-22,6045
60452018-09-23,0,0,1,2018-09-23,6045
60452018-09-24,0,0,1,2018-09-24,6045
60452018-09-25,0,0,1,2018-09-25,6045
60452018-09-26,0,0,1,2018-09-26,6045
60452018-09-27,0,0,1,2018-09-27,6045
60452019-01-17,0,1,0,2019-01-17,6045
60452019-01-18,0,1,0,2019-01-18,6045
60452019-02-10,0,1,0,2019-02-10,6045
60452019-02-11,0,1,0,2019-02-11,6045
60452019-02-13,0,1,0,2019-02-13,6045
60452019-02-14,0,1,0,2019-02-14,6045
60452019-02-15,0,1,0,2019-02-15,6045
60452019-02-16,0,1,0,2019-02-16,6045
60452019-02-26,0,1,0,2019-02-26,6045
60452019-02-27,0,1,0,2019-02-27,6045
60452019-02-28,0,1,0,2019-02-28,6045
60452019-06-12,1,0,0,2019-06-12,6045
60452019-07-28,1,0,0,2019-07-28,6045
60452019-08-15,1,0,0,2019-08-15,6045
60452019-08-16,1,0,0,2019-08-16,6045
60452019-08-27,1,0,0,2019-08-27,6045
60452019-08-28,1,0,0,2019-08-28,6045
60452019-09-26,1,0,0,2019-09-26,6045
60452019-10-09,0,1,0,2019-10-09,6045
60452019-10-10,0,1,0,2019-10-10,6045
60452019-10-11,0,1,0,2019-10-11,6045
60452019-10-31,0,1,0,2019-10-31,6045
60452019-11-27,0,1,0,2019-11-27,6045
60452019-11-28,0,1,0,2019-11-28,6045
60452019-12-01,0,1,0,2019-12-01,6045
60452019-12-07,0,1,0,2019-12-07,6045
60472018-05-29,1,0,0,2018-05-29,6047
60472018-05-30,1,0,0,2018-05-30,6047
60472018-06-03,1,0,0,2018-06-03,6047
60472018-06-04,1,0,0,2018-06-04,6047
60472018-06-14,1,0,0,2018-06-14,6047
60472018-06-24,1,0,0,2018-06-24,6047
60472018-07-07,1,0,0,2018-07-07,6047
60472018-07-08,1,0,0,2018-07-08,6047
60472018-07-13,1,0,0,2018-07-13,6047
60472018-07-14,1,0,0,2018-07-14,6047
60472018-07-15,1,0,0,2018-07-15,6047
60472018-07-19,1,0,0,2018-07-19,6047
60472018-07-20,1,0,0,2018-07-20,6047
60472018-07-21,1,0,0,2018-07-21,6047
60472018-07-23,1,0,0,2018-07-23,6047
60472018-07-24,1,0,0,2018-07-24,6047
60472018-07-25,1,0,0,2018-07-25,6047
60472018-07-26,1,0,0,2018-07-26,6047
60472018-07-27,1,0,0,2018-07-27,6047
60472018-07-28,1,0,0,2018-07-28,6047
60472018-08-01,1,0,0,2018-08-01,6047
60472018-08-02,1,0,0,2018-08-02,6047
60472018-08-11,1,0,0,2018-08-11,6047
60472018-08-18,1,0,0,2018-08-18,6047
60472018-08-19,1,0,0,2018-08-19,6047
60472018-08-20,1,0,0,2018-08-20,6047
60472018-09-28,1,0,0,2018-09-28,6047
60472019-06-05,1,0,0,2019-06-05,6047
60472019-06-06,1,0,0,2019-06-06,6047
60472019-06-11,1,0,0,2019-06-11,6047
60472019-06-12,1,0,0,2019-06-12,6047
60472019-06-13,1,0,0,2019-06-13,6047
60472019-06-19,1,0,0,2019-06-19,6047
60472019-07-23,1,0,0,2019-07-23,6047
60472019-07-24,1,0,0,2019-07-24,6047
60472019-07-25,1,0,0,2019-07-25,6047
60472019-07-26,1,0,0,2019-07-26,6047
60472019-07-27,1,0,0,2019-07-27,6047
60472019-07-28,1,0,0,2019-07-28,6047
60472019-07-29,1,0,0,2019-07-29,6047
60472019-08-15,1,0,0,2019-08-15,6047
60472019-08-16,1,0,0,2019-08-16,6047
60472019-08-17,1,0,0,2019-08-17,6047
60472019-08-23,1,0,0,2019-08-23,6047
60472019-08-24,1,0,0,2019-08-24,6047
60472019-08-25,1,0,0,2019-08-25,6047
60472019-08-26,1,0,0,2019-08-26,6047
60472019-08-27,1,0,0,2019-08-27,6047
60472019-08-28,1,0,0,2019-08-28,6047
60472019-08-29,1,0,0,2019-08-29,6047
60472019-09-02,1,0,0,2019-09-02,6047
60472019-09-03,1,0,0,2019-09-03,6047
60472019-09-05,1,0,0,2019-09-05,6047
60472019-09-14,1,0,0,2019-09-14,6047
60472019-09-15,1,0,0,2019-09-15,6047
60472019-09-25,1,0,0,2019-09-25,6047
60472019-09-26,1,0,0,2019-09-26,6047
60472019-09-27,1,0,0,2019-09-27,6047
60492018-07-15,1,0,0,2018-07-15,6049
60492018-07-25,1,0,0,2018-07-25,6049
60492018-08-10,1,0,0,2018-08-10,6049
60532018-07-07,1,0,0,2018-07-07,6053
60532018-07-08,1,0,0,2018-07-08,6053
60532018-07-09,1,0,0,2018-07-09,6053
60532018-07-10,1,0,0,2018-07-10,6053
60532018-07-11,1,0,0,2018-07-11,6053
60532018-07-19,1,0,0,2018-07-19,6053
60532018-07-20,1,0,0,2018-07-20,6053
60532018-07-24,1,0,0,2018-07-24,6053
60532018-07-25,1,0,0,2018-07-25,6053
60532018-07-26,1,0,0,2018-07-26,6053
60532018-07-27,1,0,0,2018-07-27,6053
60532018-07-28,1,0,0,2018-07-28,6053
60532018-07-31,1,0,0,2018-07-31,6053
60532018-08-01,1,0,0,2018-08-01,6053
60532018-08-02,1,0,0,2018-08-02,6053
60532018-08-10,1,0,0,2018-08-10,6053
60532018-08-11,1,0,0,2018-08-11,6053
60532018-08-18,1,0,0,2018-08-18,6053
60532018-08-19,1,0,0,2018-08-19,6053
60532019-01-07,0,1,0,2019-01-07,6053
60532019-01-08,0,1,0,2019-01-08,6053
60532019-01-16,0,1,0,2019-01-16,6053
60532019-01-17,0,1,0,2019-01-17,6053
60532019-01-18,0,1,0,2019-01-18,6053
60532019-01-19,0,1,0,2019-01-19,6053
60532019-02-02,0,1,0,2019-02-02,6053
60532019-02-03,0,1,0,2019-02-03,6053
60532019-02-04,0,1,0,2019-02-04,6053
60532019-02-05,0,1,0,2019-02-05,6053
60532019-02-13,0,1,0,2019-02-13,6053
60532019-02-14,0,1,0,2019-02-14,6053
60532019-02-15,0,1,0,2019-02-15,6053
60532019-02-16,0,1,0,2019-02-16,6053
60532019-02-17,0,1,0,2019-02-17,6053
60532019-02-18,0,1,0,2019-02-18,6053
60532019-05-19,0,1,0,2019-05-19,6053
60532019-05-20,0,1,0,2019-05-20,6053
60532019-06-11,1,0,0,2019-06-11,6053
60532019-06-12,1,0,0,2019-06-12,6053
60532019-07-16,0,1,0,2019-07-16,6053
60532019-07-25,1,0,0,2019-07-25,6053
60532019-07-26,1,0,0,2019-07-26,6053
60532019-08-15,1,0,0,2019-08-15,6053
60532019-08-16,1,0,0,2019-08-16,6053
60532019-08-21,0,1,0,2019-08-21,6053
60532019-08-22,0,1,0,2019-08-22,6053
60532019-08-26,1,0,0,2019-08-26,6053
60532019-08-27,1,0,0,2019-08-27,6053
60532019-08-28,1,0,0,2019-08-28,6053
60532019-09-02,1,0,0,2019-09-02,6053
60532019-09-03,1,0,0,2019-09-03,6053
60532019-09-05,1,0,0,2019-09-05,6053
60532019-09-14,1,0,0,2019-09-14,6053
60532019-09-15,1,0,0,2019-09-15,6053
60532019-09-25,1,0,0,2019-09-25,6053
60532019-09-26,1,0,0,2019-09-26,6053
60532019-09-28,0,1,0,2019-09-28,6053
60532019-09-29,0,1,0,2019-09-29,6053
60532019-11-27,0,1,0,2019-11-27,6053
60532019-11-28,0,1,0,2019-11-28,6053
60532019-12-01,0,1,0,2019-12-01,6053
60532019-12-02,0,1,0,2019-12-02,6053
60532019-12-03,0,1,0,2019-12-03,6053
60552018-06-04,1,0,0,2018-06-04,6055
60552018-06-13,1,0,0,2018-06-13,6055
60552018-06-23,1,0,0,2018-06-23,6055
60552018-06-24,1,0,0,2018-06-24,6055
60552018-06-30,0,0,1,2018-06-30,6055
60552018-07-01,1,0,1,2018-07-01,6055
60552018-07-02,0,0,1,2018-07-02,6055
60552018-07-03,0,0,1,2018-07-03,6055
60552018-07-04,0,0,1,2018-07-04,6055
60552018-07-05,0,0,1,2018-07-05,6055
60552018-07-06,0,0,1,2018-07-06,6055
60552018-07-07,0,0,1,2018-07-07,6055
60552018-07-08,0,0,1,2018-07-08,6055
60552018-07-09,0,0,1,2018-07-09,6055
60552018-07-10,0,0,1,2018-07-10,6055
60552018-07-11,0,0,1,2018-07-11,6055
60552018-07-12,0,0,1,2018-07-12,6055
60552018-07-13,0,0,1,2018-07-13,6055
60552018-07-14,0,0,1,2018-07-14,6055
60552018-07-19,1,0,0,2018-07-19,6055
60552018-07-23,1,0,0,2018-07-23,6055
60552018-07-24,1,0,0,2018-07-24,6055
60552018-07-25,1,0,0,2018-07-25,6055
60552018-07-26,1,0,0,2018-07-26,6055
60552018-07-27,1,0,0,2018-07-27,6055
60552018-07-31,1,0,0,2018-07-31,6055
60552018-08-01,1,0,0,2018-08-01,6055
60552019-01-17,0,1,0,2019-01-17,6055
60552019-01-18,0,1,0,2019-01-18,6055
60552019-01-19,0,1,0,2019-01-19,6055
60552019-02-02,0,1,0,2019-02-02,6055
60552019-02-03,0,1,0,2019-02-03,6055
60552019-02-07,0,1,0,2019-02-07,6055
60552019-02-14,0,1,0,2019-02-14,6055
60552019-02-15,0,1,0,2019-02-15,6055
60552019-02-16,0,1,0,2019-02-16,6055
60552019-02-17,0,1,0,2019-02-17,6055
60552019-02-27,0,1,0,2019-02-27,6055
60552019-03-13,0,1,0,2019-03-13,6055
60552019-03-14,0,1,0,2019-03-14,6055
60552019-06-05,1,0,0,2019-06-05,6055
60552019-06-08,0,1,0,2019-06-08,6055
60552019-06-09,0,1,0,2019-06-09,6055
60552019-06-11,1,0,0,2019-06-11,6055
60552019-06-12,1,0,0,2019-06-12,6055
60552019-06-13,1,0,0,2019-06-13,6055
60552019-06-17,0,1,0,2019-06-17,6055
60552019-06-18,0,1,0,2019-06-18,6055
60552019-06-19,1,0,0,2019-06-19,6055
60552019-07-25,1,0,0,2019-07-25,6055
60552019-07-26,1,0,0,2019-07-26,6055
