fipdate,exposed_aw,exposed_po,exposed_wd,date,fips
60212018-07-18,1,0,0,2018-07-18,6021
60212018-07-19,1,0,0,2018-07-19,6021
60212018-07-20,1,0,0,2018-07-20,6021
60212018-07-23,1,0,0,2018-07-23,6021
60212018-07-24,1,0,0,2018-07-24,6021
60212018-07-25,1,0,0,2018-07-25,6021
60212018-07-26,1,0,0,2018-07-26,6021
60212018-07-27,1,0,1,2018-07-27,6021
60212018-07-28,1,0,1,2018-07-28,6021
60212018-07-29,1,0,1,2018-07-29,6021
60212018-07-30,1,0,1,2018-07-30,6021
60212018-07-31,1,0,1,2018-07-31,6021
60212018-08-01,1,0,1,2018-08-01,6021
60212018-08-02,0,0,1,2018-08-02,6021
60212018-08-03,0,0,1,2018-08-03,6021
60212018-08-04,0,0,1,2018-08-04,6021
60212018-08-05,0,0,1,2018-08-05,6021
60212018-08-06,0,0,1,2018-08-06,6021
60212018-08-07,0,0,1,2018-08-07,6021
60212018-08-08,0,0,1,2018-08-08,6021
60212018-08-09,0,0,1,2018-08-09,6021
60212018-08-10,0,0,1,2018-08-10,6021
60212018-08-11,1,0,1,2018-08-11,6021
60212018-08-12,0,0,1,2018-08-12,6021
60212018-08-13,0,0,1,2018-08-13,6021
60212018-08-14,0,0,1,2018-08-14,6021
60212018-08-15,0,0,1,2018-08-15,6021
60212018-08-16,0,0,1,2018-08-16,6021
60212018-08-17,0,0,1,2018-08-17,6021
60212018-08-18,0,0,1,2018-08-18,6021
60212018-08-19,0,0,1,2018-08-19,6021
60212018-08-20,0,0,1,2018-08-20,6021
60212018-08-21,0,0,1,2018-08-21,6021
60212018-08-22,0,0,1,2018-08-22,6021
60212018-08-23,0,0,1,2018-08-23,6021
60212018-08-24,0,0,1,2018-08-24,6021
60212018-08-25,0,0,1,2018-08-25,6021
60212018-08-26,0,0,1,2018-08-26,6021
60212018-08-27,0,0,1,2018-08-27,6021
60212018-08-28,0,0,1,2018-08-28,6021
60212018-08-29,0,0,1,2018-08-29,6021
60212018-08-30,0,0,1,2018-08-30,6021
60212018-08-31,0,0,1,2018-08-31,6021
60212018-09-01,0,0,1,2018-09-01,6021
60212018-09-02,0,0,1,2018-09-02,6021
60212018-09-03,0,0,1,2018-09-03,6021
60212018-09-04,0,0,1,2018-09-04,6021
60212018-09-05,0,0,1,2018-09-05,6021
60212018-09-06,0,0,1,2018-09-06,6021
60212018-09-07,0,0,1,2018-09-07,6021
60212018-09-08,0,0,1,2018-09-08,6021
60212018-09-09,0,0,1,2018-09-09,6021
60212018-09-10,0,0,1,2018-09-10,6021
60212018-09-11,0,0,1,2018-09-11,6021
60212018-09-12,0,0,1,2018-09-12,6021
60212018-09-13,0,0,1,2018-09-13,6021
60212018-09-14,0,0,1,2018-09-14,6021
60212018-09-15,0,0,1,2018-09-15,6021
60212018-09-16,0,0,1,2018-09-16,6021
60212018-09-17,0,0,1,2018-09-17,6021
60212018-09-18,0,0,1,2018-09-18,6021
60212018-09-19,0,0,1,2018-09-19,6021
60212018-09-20,0,0,1,2018-09-20,6021
60212018-09-21,0,0,1,2018-09-21,6021
60212018-09-22,0,0,1,2018-09-22,6021
60212018-09-23,0,0,1,2018-09-23,6021
60212018-09-24,0,0,1,2018-09-24,6021
60212018-09-25,0,0,1,2018-09-25,6021
60212018-09-26,0,0,1,2018-09-26,6021
60212018-09-27,0,0,1,2018-09-27,6021
60212018-10-02,0,1,0,2018-10-02,6021
60212018-10-03,0,1,0,2018-10-03,6021
60212018-10-09,0,1,0,2018-10-09,6021
60212019-06-02,1,0,0,2019-06-02,6021
60212019-06-04,1,0,0,2019-06-04,6021
60212019-06-05,1,0,0,2019-06-05,6021
60212019-06-06,1,0,0,2019-06-06,6021
60212019-06-11,1,0,0,2019-06-11,6021
60212019-06-12,1,0,0,2019-06-12,6021
60212019-06-13,1,0,0,2019-06-13,6021
60212019-06-14,1,0,0,2019-06-14,6021
60212019-06-18,1,0,0,2019-06-18,6021
60212019-06-19,1,0,0,2019-06-19,6021
60212019-06-20,1,0,0,2019-06-20,6021
60212019-07-28,1,0,0,2019-07-28,6021
60212019-07-29,1,0,0,2019-07-29,6021
60212019-08-15,1,0,0,2019-08-15,6021
60212019-08-16,1,0,0,2019-08-16,6021
60212019-08-17,1,0,0,2019-08-17,6021
60212019-08-24,1,0,0,2019-08-24,6021
60212019-08-26,1,0,0,2019-08-26,6021
60212019-08-27,1,0,0,2019-08-27,6021
60212019-08-28,1,0,0,2019-08-28,6021
60212019-08-29,1,0,0,2019-08-29,6021
60212019-09-14,1,0,0,2019-09-14,6021
60212019-09-25,1,0,0,2019-09-25,6021
60212019-09-26,1,0,0,2019-09-26,6021
60212019-09-27,1,0,0,2019-09-27,6021
60212019-10-09,0,1,0,2019-10-09,6021
60212019-10-10,0,1,0,2019-10-10,6021
60212019-10-27,0,1,0,2019-10-27,6021
60212019-10-28,0,1,0,2019-10-28,6021
60232019-01-17,0,1,0,2019-01-17,6023
60232019-01-18,0,1,0,2019-01-18,6023
60232019-01-19,0,1,0,2019-01-19,6023
60232019-01-21,0,1,0,2019-01-21,6023
60232019-02-10,0,1,0,2019-02-10,6023
60232019-02-11,0,1,0,2019-02-11,6023
60232019-02-12,0,1,0,2019-02-12,6023
60232019-02-13,0,1,0,2019-02-13,6023
60232019-02-14,0,1,0,2019-02-14,6023
60232019-02-15,0,1,0,2019-02-15,6023
60232019-02-16,0,1,0,2019-02-16,6023
60232019-02-17,0,1,0,2019-02-17,6023
60232019-06-12,1,0,0,2019-06-12,6023
60232019-06-20,0,1,0,2019-06-20,6023
60232019-06-21,0,1,0,2019-06-21,6023
60232019-08-27,1,0,0,2019-08-27,6023
60232019-08-28,1,0,0,2019-08-28,6023
60232019-10-09,0,1,0,2019-10-09,6023
60232019-10-28,0,1,0,2019-10-28,6023
60232019-11-21,0,1,0,2019-11-21,6023
60232019-11-22,0,1,0,2019-11-22,6023
60232019-11-26,0,1,0,2019-11-26,6023
60232019-11-27,0,1,0,2019-11-27,6023
60232019-11-28,0,1,0,2019-11-28,6023
60232019-11-29,0,1,0,2019-11-29,6023
60232019-11-30,0,1,0,2019-11-30,6023
60232019-12-01,0,1,0,2019-12-01,6023
60252018-04-06,1,0,0,2018-04-06,6025
60252018-04-07,1,0,0,2018-04-07,6025
60252018-04-08,1,0,0,2018-04-08,6025
60252018-04-09,1,0,0,2018-04-09,6025
60252018-04-10,1,0,0,2018-04-10,6025
60252018-04-11,1,0,0,2018-04-11,6025
60252018-04-12,1,0,0,2018-04-12,6025
60252018-04-25,1,0,0,2018-04-25,6025
60252018-04-26,1,0,0,2018-04-26,6025
60252018-04-27,1,0,0,2018-04-27,6025
60252018-04-28,1,0,0,2018-04-28,6025
60252018-05-06,1,0,0,2018-05-06,6025
60252018-05-07,1,0,0,2018-05-07,6025
60252018-05-08,1,0,0,2018-05-08,6025
60252018-05-09,1,0,0,2018-05-09,6025
60252018-05-10,1,0,0,2018-05-10,6025
60252018-05-11,1,0,0,2018-05-11,6025
60252018-06-13,1,0,0,2018-06-13,6025
60252018-06-14,1,0,0,2018-06-14,6025
60252018-06-15,1,0,0,2018-06-15,6025
60252018-07-07,1,0,0,2018-07-07,6025
60252018-07-08,1,0,0,2018-07-08,6025
60252018-07-09,1,0,0,2018-07-09,6025
60252018-07-15,1,0,0,2018-07-15,6025
60252018-07-17,1,0,0,2018-07-17,6025
60252018-07-23,1,0,0,2018-07-23,6025
60252018-07-24,1,0,0,2018-07-24,6025
60252018-07-25,1,0,0,2018-07-25,6025
60252018-07-26,1,0,0,2018-07-26,6025
60252018-07-27,1,0,0,2018-07-27,6025
60252018-07-28,1,0,0,2018-07-28,6025
60252018-07-29,1,0,0,2018-07-29,6025
60252018-07-31,1,0,0,2018-07-31,6025
60252018-08-01,1,0,0,2018-08-01,6025
60252018-08-02,1,0,0,2018-08-02,6025
60252018-08-03,1,0,0,2018-08-03,6025
60252018-08-04,1,0,0,2018-08-04,6025
60252018-08-05,1,0,0,2018-08-05,6025
60252018-08-06,1,0,0,2018-08-06,6025
60252018-08-07,1,0,0,2018-08-07,6025
60252018-08-08,1,0,0,2018-08-08,6025
60252018-08-19,1,0,0,2018-08-19,6025
60252018-08-20,1,0,0,2018-08-20,6025
60252018-08-21,1,0,0,2018-08-21,6025
60252018-09-09,1,0,0,2018-09-09,6025
60252018-09-10,1,0,0,2018-09-10,6025
60252018-09-16,1,0,0,2018-09-16,6025
60252018-09-17,1,0,0,2018-09-17,6025
60252018-09-18,1,0,0,2018-09-18,6025
60252018-09-23,1,0,0,2018-09-23,6025
60252018-09-24,1,0,0,2018-09-24,6025
60252018-09-28,1,0,0,2018-09-28,6025
60252018-09-29,1,0,0,2018-09-29,6025
60252018-10-27,1,0,0,2018-10-27,6025
60252019-04-09,1,0,0,2019-04-09,6025
60252019-04-10,1,0,0,2019-04-10,6025
60252019-04-20,1,0,0,2019-04-20,6025
60252019-04-21,1,0,0,2019-04-21,6025
60252019-04-24,1,0,0,2019-04-24,6025
60252019-04-25,1,0,0,2019-04-25,6025
60252019-04-26,1,0,0,2019-04-26,6025
60252019-04-27,1,0,0,2019-04-27,6025
60252019-04-28,1,0,0,2019-04-28,6025
60252019-06-11,1,0,0,2019-06-11,6025
60252019-06-12,1,0,0,2019-06-12,6025
60252019-06-13,1,0,0,2019-06-13,6025
60252019-06-14,1,0,0,2019-06-14,6025
60252019-07-13,1,0,0,2019-07-13,6025
60252019-07-15,1,0,0,2019-07-15,6025
60252019-07-16,1,0,0,2019-07-16,6025
60252019-07-27,1,0,0,2019-07-27,6025
60252019-07-28,1,0,0,2019-07-28,6025
60252019-07-29,1,0,0,2019-07-29,6025
60252019-07-30,1,0,0,2019-07-30,6025
60252019-08-03,1,0,0,2019-08-03,6025
60252019-08-04,1,0,0,2019-08-04,6025
60252019-08-05,1,0,0,2019-08-05,6025
60252019-08-06,1,0,0,2019-08-06,6025
60252019-08-07,1,0,0,2019-08-07,6025
60252019-08-15,1,0,0,2019-08-15,6025
60252019-08-16,1,0,0,2019-08-16,6025
60252019-08-22,1,0,0,2019-08-22,6025
60252019-08-31,1,0,0,2019-08-31,6025
60252019-09-01,1,0,0,2019-09-01,6025
60252019-09-02,1,0,0,2019-09-02,6025
60252019-09-04,1,0,0,2019-09-04,6025
60252019-09-05,1,0,0,2019-09-05,6025
60252019-09-06,1,0,0,2019-09-06,6025
60252019-09-07,1,0,0,2019-09-07,6025
60252019-09-08,1,0,0,2019-09-08,6025
60252019-09-16,1,0,0,2019-09-16,6025
60252019-10-17,1,0,0,2019-10-17,6025
60252019-10-23,1,0,0,2019-10-23,6025
60252019-10-24,1,0,0,2019-10-24,6025
60272018-05-10,1,0,0,2018-05-10,6027
60272018-06-13,1,0,0,2018-06-13,6027
60272018-06-14,1,0,0,2018-06-14,6027
60272018-06-15,1,0,0,2018-06-15,6027
60272018-06-21,1,0,0,2018-06-21,6027
60272018-06-22,1,0,0,2018-06-22,6027
60272018-06-23,1,0,0,2018-06-23,6027
60272018-06-24,1,0,0,2018-06-24,6027
60272018-06-25,1,0,0,2018-06-25,6027
60272018-06-26,1,0,0,2018-06-26,6027
60272018-06-27,1,0,0,2018-06-27,6027
60272018-07-07,1,0,0,2018-07-07,6027
60272018-07-08,1,0,0,2018-07-08,6027
60272018-07-09,1,0,0,2018-07-09,6027
60272018-07-10,1,0,0,2018-07-10,6027
60272018-07-17,1,0,0,2018-07-17,6027
60272018-07-18,1,0,0,2018-07-18,6027
60272018-07-19,1,0,0,2018-07-19,6027
60272018-07-20,1,0,0,2018-07-20,6027
60272018-07-24,1,0,0,2018-07-24,6027
60272018-07-25,1,0,0,2018-07-25,6027
60272018-07-26,1,0,0,2018-07-26,6027
60272018-07-27,1,0,0,2018-07-27,6027
60272018-07-28,1,0,0,2018-07-28,6027
60272018-07-29,1,0,0,2018-07-29,6027
60272018-07-30,1,0,0,2018-07-30,6027
60272018-07-31,1,0,0,2018-07-31,6027
60272018-08-01,1,0,0,2018-08-01,6027
60272018-08-02,1,0,0,2018-08-02,6027
60272018-08-03,1,0,0,2018-08-03,6027
60272018-08-04,1,0,0,2018-08-04,6027
60272018-08-08,1,0,0,2018-08-08,6027
60272018-08-09,1,0,0,2018-08-09,6027
60272018-08-10,1,0,0,2018-08-10,6027
60272018-08-11,1,0,0,2018-08-11,6027
60272018-08-12,1,0,0,2018-08-12,6027
60272018-08-19,1,0,0,2018-08-19,6027
60272018-08-20,1,0,0,2018-08-20,6027
60272018-08-21,1,0,0,2018-08-21,6027
60272018-08-22,1,0,0,2018-08-22,6027
60272018-09-08,1,0,0,2018-09-08,6027
60272018-09-09,1,0,0,2018-09-09,6027
60272018-09-10,1,0,0,2018-09-10,6027
60272018-09-11,1,0,0,2018-09-11,6027
60272018-09-28,1,0,0,2018-09-28,6027
60272019-06-13,1,0,0,2019-06-13,6027
60272019-06-14,1,0,0,2019-06-14,6027
60272019-06-20,1,0,0,2019-06-20,6027
60272019-07-14,1,0,0,2019-07-14,6027
60272019-07-23,1,0,0,2019-07-23,6027
60272019-07-29,1,0,0,2019-07-29,6027
60272019-07-30,1,0,0,2019-07-30,6027
60272019-08-05,1,0,0,2019-08-05,6027
60272019-08-06,1,0,0,2019-08-06,6027
60272019-08-26,1,0,0,2019-08-26,6027
60272019-08-27,1,0,0,2019-08-27,6027
60272019-08-28,1,0,0,2019-08-28,6027
60272019-08-29,1,0,0,2019-08-29,6027
60272019-08-30,1,0,0,2019-08-30,6027
60272019-08-31,1,0,0,2019-08-31,6027
60272019-09-01,1,0,0,2019-09-01,6027
60272019-09-02,1,0,0,2019-09-02,6027
60272019-09-04,1,0,1,2019-09-04,6027
60272019-09-05,1,0,1,2019-09-05,6027
60272019-09-06,0,0,1,2019-09-06,6027
60272019-09-07,0,0,1,2019-09-07,6027
60272019-09-08,0,0,1,2019-09-08,6027
60272019-09-09,0,0,1,2019-09-09,6027
60272019-09-10,0,0,1,2019-09-10,6027
60272019-09-11,0,0,1,2019-09-11,6027
60272019-09-12,0,0,1,2019-09-12,6027
60272019-09-13,0,0,1,2019-09-13,6027
60272019-09-14,0,0,1,2019-09-14,6027
60272019-09-15,0,0,1,2019-09-15,6027
60272019-09-16,0,0,1,2019-09-16,6027
60272019-09-17,0,0,1,2019-09-17,6027
60272019-09-18,0,0,1,2019-09-18,6027
60272019-09-19,0,0,1,2019-09-19,6027
60272019-09-20,0,0,1,2019-09-20,6027
60272019-09-21,0,0,1,2019-09-21,6027
60272019-09-22,0,0,1,2019-09-22,6027
60272019-09-23,0,0,1,2019-09-23,6027
60272019-09-24,0,0,1,2019-09-24,6027
60272019-09-25,0,0,1,2019-09-25,6027
60272019-09-26,1,0,1,2019-09-26,6027
60272019-09-27,0,0,1,2019-09-27,6027
60272019-09-28,0,0,1,2019-09-28,6027
60272019-09-29,0,0,1,2019-09-29,6027
60272019-09-30,0,0,1,2019-09-30,6027
60272019-10-01,0,0,1,2019-10-01,6027
60272019-10-02,0,0,1,2019-10-02,6027
60272019-10-03,0,0,1,2019-10-03,6027
60272019-10-04,0,0,1,2019-10-04,6027
60272019-10-05,0,0,1,2019-10-05,6027
60272019-10-06,0,0,1,2019-10-06,6027
60272019-10-07,0,0,1,2019-10-07,6027
60272019-10-08,0,0,1,2019-10-08,6027
60272019-10-09,0,0,1,2019-10-09,6027
60272019-10-10,0,0,1,2019-10-10,6027
60272019-10-11,0,0,1,2019-10-11,6027
60272019-10-12,0,0,1,2019-10-12,6027
60272019-10-13,0,0,1,2019-10-13,6027
60272019-10-14,0,0,1,2019-10-14,6027
60272019-10-15,0,0,1,2019-10-15,6027
60272019-10-16,0,0,1,2019-10-16,6027
60272019-10-17,0,0,1,2019-10-17,6027
60272019-10-18,0,0,1,2019-10-18,6027
60272019-10-19,0,0,1,2019-10-19,6027
60272019-10-20,0,0,1,2019-10-20,6027
60272019-10-21,0,0,1,2019-10-21,6027
60272019-10-22,0,0,1,2019-10-22,6027
60272019-10-23,0,0,1,2019-10-23,6027
60272019-10-24,0,0,1,2019-10-24,6027
60272019-10-25,0,0,1,2019-10-25,6027
60272019-10-26,0,0,1,2019-10-26,6027
60272019-10-27,0,0,1,2019-10-27,6027
60272019-10-28,0,0,1,2019-10-28,6027
60272019-10-29,0,0,1,2019-10-29,6027
60272019-10-30,0,0,1,2019-10-30,6027
60272019-10-31,0,0,1,2019-10-31,6027
60272019-11-01,0,0,1,2019-11-01,6027
60272019-11-02,0,0,1,2019-11-02,6027
60272019-11-03,0,0,1,2019-11-03,6027
60272019-11-04,0,0,1,2019-11-04,6027
60272019-11-05,0,0,1,2019-11-05,6027
60272019-11-06,0,0,1,2019-11-06,6027
60272019-11-07,0,0,1,2019-11-07,6027
60272019-11-08,0,0,1,2019-11-08,6027
60272019-11-09,0,0,1,2019-11-09,6027
60272019-11-10,0,0,1,2019-11-10,6027
60272019-11-11,0,0,1,2019-11-11,6027
60272019-11-12,0,0,1,2019-11-12,6027
60272019-11-13,0,0,1,2019-11-13,6027
60272019-11-14,0,0,1,2019-11-14,6027
60272019-11-15,0,0,1,2019-11-15,6027
60272019-11-16,0,0,1,2019-11-16,6027
60272019-11-17,0,0,1,2019-11-17,6027
60272019-11-18,0,0,1,2019-11-18,6027
60272019-11-19,0,0,1,2019-11-19,6027
60272019-11-20,0,0,1,2019-11-20,6027
60272019-11-21,0,0,1,2019-11-21,6027
60292018-05-30,1,0,0,2018-05-30,6029
60292018-06-04,1,0,0,2018-06-04,6029
60292018-06-05,1,0,0,2018-06-05,6029
60292018-06-13,1,0,0,2018-06-13,6029
60292018-06-14,1,0,0,2018-06-14,6029
60292018-06-15,1,0,0,2018-06-15,6029
60292018-06-23,1,0,0,2018-06-23,6029
60292018-06-24,1,0,0,2018-06-24,6029
60292018-07-08,1,0,0,2018-07-08,6029
60292018-07-09,1,0,0,2018-07-09,6029
60292018-07-14,1,0,0,2018-07-14,6029
60292018-07-15,1,0,0,2018-07-15,6029
60292018-07-16,1,0,0,2018-07-16,6029
60292018-07-17,1,0,0,2018-07-17,6029
60292018-07-18,1,0,0,2018-07-18,6029
60292018-07-19,1,0,0,2018-07-19,6029
60292018-07-20,1,0,0,2018-07-20,6029
60292018-07-24,1,0,0,2018-07-24,6029
60292018-07-25,1,0,0,2018-07-25,6029
60292018-07-26,1,0,0,2018-07-26,6029
60292018-07-27,1,0,0,2018-07-27,6029
60292018-07-28,1,0,0,2018-07-28,6029
60292018-07-29,1,0,0,2018-07-29,6029
60292018-07-30,1,0,0,2018-07-30,6029
60292018-07-31,1,0,0,2018-07-31,6029
60292018-08-01,1,0,0,2018-08-01,6029
60292018-08-02,1,0,0,2018-08-02,6029
60292018-08-03,1,0,0,2018-08-03,6029
60292018-08-10,1,0,0,2018-08-10,6029
60292018-08-19,1,0,0,2018-08-19,6029
60292018-08-20,1,0,0,2018-08-20,6029
60292018-08-21,1,0,0,2018-08-21,6029
60292018-09-10,1,0,0,2018-09-10,6029
60292018-09-28,1,0,0,2018-09-28,6029
60292019-06-06,1,0,0,2019-06-06,6029
60292019-06-11,1,0,0,2019-06-11,6029
60292019-06-12,1,0,0,2019-06-12,6029
60292019-06-13,1,0,0,2019-06-13,6029
60292019-06-14,1,0,0,2019-06-14,6029
60292019-06-19,1,0,0,2019-06-19,6029
60292019-06-20,1,0,0,2019-06-20,6029
60292019-07-25,1,0,0,2019-07-25,6029
60292019-07-27,1,0,0,2019-07-27,6029
60292019-07-28,1,0,0,2019-07-28,6029
60292019-07-29,1,0,0,2019-07-29,6029
60292019-07-30,1,0,0,2019-07-30,6029
60292019-08-07,1,0,0,2019-08-07,6029
60292019-08-16,1,0,0,2019-08-16,6029
60292019-08-17,1,0,0,2019-08-17,6029
60292019-08-26,1,0,0,2019-08-26,6029
60292019-08-27,1,0,0,2019-08-27,6029
60292019-08-28,1,0,0,2019-08-28,6029
60292019-08-29,1,0,0,2019-08-29,6029
60292019-09-02,1,0,0,2019-09-02,6029
60292019-09-03,1,0,0,2019-09-03,6029
60292019-09-04,1,0,0,2019-09-04,6029
60292019-09-05,1,0,0,2019-09-05,6029
60292019-09-06,1,0,0,2019-09-06,6029
60292019-09-15,1,0,0,2019-09-15,6029
60312018-05-30,1,0,0,2018-05-30,6031
60312018-06-04,1,0,0,2018-06-04,6031
60312018-06-05,1,0,0,2018-06-05,6031
60312018-06-14,1,0,0,2018-06-14,6031
60312018-06-15,1,0,0,2018-06-15,6031
60312018-06-24,1,0,0,2018-06-24,6031
60312018-07-08,1,0,0,2018-07-08,6031
60312018-07-13,1,0,0,2018-07-13,6031
60312018-07-14,1,0,0,2018-07-14,6031
60312018-07-15,1,0,0,2018-07-15,6031
60312018-07-16,1,0,0,2018-07-16,6031
60312018-07-18,1,0,0,2018-07-18,6031
60312018-07-19,1,0,0,2018-07-19,6031
60312018-07-20,1,0,0,2018-07-20,6031
60312018-07-21,1,0,0,2018-07-21,6031
60312018-07-23,1,0,0,2018-07-23,6031
60312018-07-24,1,0,0,2018-07-24,6031
60312018-07-25,1,0,0,2018-07-25,6031
60312018-07-26,1,0,0,2018-07-26,6031
60312018-07-27,1,0,0,2018-07-27,6031
60312018-07-28,1,0,0,2018-07-28,6031
60312018-07-30,1,0,0,2018-07-30,6031
60312018-08-01,1,0,0,2018-08-01,6031
60312018-08-02,1,0,0,2018-08-02,6031
60312018-08-11,1,0,0,2018-08-11,6031
60312018-08-13,1,0,0,2018-08-13,6031
60312018-08-18,1,0,0,2018-08-18,6031
60312018-08-19,1,0,0,2018-08-19,6031
60312018-08-20,1,0,0,2018-08-20,6031
60312019-04-25,1,0,0,2019-04-25,6031
60312019-04-26,1,0,0,2019-04-26,6031
60312019-04-27,1,0,0,2019-04-27,6031
60312019-06-05,1,0,0,2019-06-05,6031
60312019-06-06,1,0,0,2019-06-06,6031
60312019-06-11,1,0,0,2019-06-11,6031
60312019-06-12,1,0,0,2019-06-12,6031
60312019-06-13,1,0,0,2019-06-13,6031
60312019-06-14,1,0,0,2019-06-14,6031
60312019-06-19,1,0,0,2019-06-19,6031
60312019-06-20,1,0,0,2019-06-20,6031
60312019-07-14,1,0,0,2019-07-14,6031
60312019-07-23,1,0,0,2019-07-23,6031
60312019-07-24,1,0,0,2019-07-24,6031
60312019-07-25,1,0,0,2019-07-25,6031
60312019-07-26,1,0,0,2019-07-26,6031
60312019-07-27,1,0,0,2019-07-27,6031
60312019-07-28,1,0,0,2019-07-28,6031
60312019-07-29,1,0,0,2019-07-29,6031
60312019-08-07,1,0,0,2019-08-07,6031
60312019-08-15,1,0,0,2019-08-15,6031
60312019-08-16,1,0,0,2019-08-16,6031
60312019-08-17,1,0,0,2019-08-17,6031
60312019-08-24,1,0,0,2019-08-24,6031
60312019-08-25,1,0,0,2019-08-25,6031
60312019-08-26,1,0,0,2019-08-26,6031
60312019-08-27,1,0,0,2019-08-27,6031
60312019-08-28,1,0,0,2019-08-28,6031
60312019-08-29,1,0,0,2019-08-29,6031
60312019-09-02,1,0,0,2019-09-02,6031
60312019-09-03,1,0,0,2019-09-03,6031
60312019-09-04,1,0,0,2019-09-04,6031
60312019-09-05,1,0,0,2019-09-05,6031
60312019-09-06,1,0,0,2019-09-06,6031
60312019-09-15,1,0,0,2019-09-15,6031
60312019-09-26,1,0,0,2019-09-26,6031
60312019-09-27,1,0,0,2019-09-27,6031
60332018-06-23,1,0,1,2018-06-23,6033
60332018-06-24,1,0,1,2018-06-24,6033
60332018-06-25,0,0,1,2018-06-25,6033
60332018-06-26,0,0,1,2018-06-26,6033
60332018-06-27,0,0,1,2018-06-27,6033
60332018-06-28,0,0,1,2018-06-28,6033
60332018-06-29,0,0,1,2018-06-29,6033
60332018-06-30,0,0,1,2018-06-30,6033
60332018-07-01,1,0,1,2018-07-01,6033
60332018-07-02,1,0,1,2018-07-02,6033
60332018-07-03,0,0,1,2018-07-03,6033
60332018-07-04,0,0,1,2018-07-04,6033
60332018-07-05,0,0,1,2018-07-05,6033
60332018-07-06,0,0,1,2018-07-06,6033
60332018-07-07,0,0,1,2018-07-07,6033
60332018-07-08,0,0,1,2018-07-08,6033
60332018-07-15,1,0,0,2018-07-15,6033
60332018-07-16,1,0,0,2018-07-16,6033
60332018-07-17,1,0,0,2018-07-17,6033
60332018-07-18,1,0,0,2018-07-18,6033
60332018-07-19,1,0,0,2018-07-19,6033
60332018-07-20,1,0,0,2018-07-20,6033
60332018-07-23,1,0,0,2018-07-23,6033
60332018-07-24,1,0,0,2018-07-24,6033
60332018-07-25,1,0,0,2018-07-25,6033
60332018-07-26,1,0,0,2018-07-26,6033
60332018-07-27,1,0,1,2018-07-27,6033
60332018-07-28,1,0,1,2018-07-28,6033
60332018-07-29,1,0,1,2018-07-29,6033
60332018-07-30,1,0,1,2018-07-30,6033
60332018-07-31,1,0,1,2018-07-31,6033
60332018-08-01,1,0,1,2018-08-01,6033
60332018-08-02,0,0,1,2018-08-02,6033
60332018-08-03,0,0,1,2018-08-03,6033
60332018-08-04,0,0,1,2018-08-04,6033
60332018-08-05,0,0,1,2018-08-05,6033
60332018-08-06,0,0,1,2018-08-06,6033
60332018-08-07,0,0,1,2018-08-07,6033
60332018-08-08,0,0,1,2018-08-08,6033
60332018-08-09,0,0,1,2018-08-09,6033
60332018-08-10,1,0,1,2018-08-10,6033
60332018-08-11,1,0,1,2018-08-11,6033
60332018-08-12,0,0,1,2018-08-12,6033
60332018-08-13,0,0,1,2018-08-13,6033
60332018-08-14,0,0,1,2018-08-14,6033
60332018-08-15,0,0,1,2018-08-15,6033
60332018-08-16,0,0,1,2018-08-16,6033
60332018-08-17,0,0,1,2018-08-17,6033
60332018-08-18,0,0,1,2018-08-18,6033
60332018-08-19,1,0,1,2018-08-19,6033
60332018-08-20,0,0,1,2018-08-20,6033
60332018-08-21,0,0,1,2018-08-21,6033
60332018-08-22,0,0,1,2018-08-22,6033
60332018-08-23,0,0,1,2018-08-23,6033
60332018-08-24,0,0,1,2018-08-24,6033
60332018-08-25,0,0,1,2018-08-25,6033
60332018-08-26,0,0,1,2018-08-26,6033
60332018-08-27,0,0,1,2018-08-27,6033
60332018-08-28,0,0,1,2018-08-28,6033
60332018-08-29,0,0,1,2018-08-29,6033
60332018-08-30,0,0,1,2018-08-30,6033
60332018-08-31,0,0,1,2018-08-31,6033
60332018-09-01,0,0,1,2018-09-01,6033
60332018-09-02,0,0,1,2018-09-02,6033
60332018-09-03,0,0,1,2018-09-03,6033
60332018-09-04,0,0,1,2018-09-04,6033
60332018-09-05,0,0,1,2018-09-05,6033
60332018-09-06,0,0,1,2018-09-06,6033
60332018-09-07,0,0,1,2018-09-07,6033
60332018-09-08,0,0,1,2018-09-08,6033
60332018-09-09,0,0,1,2018-09-09,6033
60332018-09-10,0,0,1,2018-09-10,6033
60332018-09-11,0,0,1,2018-09-11,6033
60332018-09-12,0,0,1,2018-09-12,6033
60332018-09-13,0,0,1,2018-09-13,6033
60332018-09-14,0,0,1,2018-09-14,6033
60332018-09-15,0,0,1,2018-09-15,6033
60332018-09-16,0,0,1,2018-09-16,6033
60332018-09-17,0,0,1,2018-09-17,6033
60332018-09-18,0,0,1,2018-09-18,6033
60332018-09-19,0,0,1,2018-09-19,6033
60332018-09-20,0,0,1,2018-09-20,6033
60332018-09-21,0,0,1,2018-09-21,6033
60332018-09-22,0,0,1,2018-09-22,6033
60332018-09-23,0,0,1,2018-09-23,6033
60332018-09-24,0,0,1,2018-09-24,6033
60332018-09-25,0,0,1,2018-09-25,6033
60332018-09-26,0,0,1,2018-09-26,6033
60332018-09-27,1,0,1,2018-09-27,6033
60332018-09-28,1,0,0,2018-09-28,6033
60332019-06-11,1,0,0,2019-06-11,6033
60332019-06-12,1,0,0,2019-06-12,6033
60332019-06-13,1,0,0,2019-06-13,6033
