fipdate,date_po,fips_po,exposed_po
61092019-01-18,2019-01-18T00:00:00Z,6109,1
61092019-02-03,2019-02-03T00:00:00Z,6109,1
61092019-02-05,2019-02-05T00:00:00Z,6109,1
61092019-02-06,2019-02-06T00:00:00Z,6109,1
61092019-02-07,2019-02-07T00:00:00Z,6109,1
61092019-02-08,2019-02-08T00:00:00Z,6109,1
61092019-02-10,2019-02-10T00:00:00Z,6109,1
61092019-02-11,2019-02-11T00:00:00Z,6109,1
61092019-02-13,2019-02-13T00:00:00Z,6109,1
61092019-02-14,2019-02-14T00:00:00Z,6109,1
61092019-02-15,2019-02-15T00:00:00Z,6109,1
61092019-02-16,2019-02-16T00:00:00Z,6109,1
61092019-02-17,2019-02-17T00:00:00Z,6109,1
61092019-02-18,2019-02-18T00:00:00Z,6109,1
61092019-02-19,2019-02-19T00:00:00Z,6109,1
61092019-10-10,2019-10-10T00:00:00Z,6109,1
61092019-10-11,2019-10-11T00:00:00Z,6109,1
61092019-10-12,2019-10-12T00:00:00Z,6109,1
61092019-10-24,2019-10-24T00:00:00Z,6109,1
61092019-10-27,2019-10-27T00:00:00Z,6109,1
61092019-10-28,2019-10-28T00:00:00Z,6109,1
61092019-10-29,2019-10-29T00:00:00Z,6109,1
61092019-10-30,2019-10-30T00:00:00Z,6109,1
61092019-11-27,2019-11-27T00:00:00Z,6109,1
61092019-11-28,2019-11-28T00:00:00Z,6109,1
61092019-11-29,2019-11-29T00:00:00Z,6109,1
61112018-01-09,2018-01-09T00:00:00Z,6111,1
61112018-02-14,2018-02-14T00:00:00Z,6111,1
61112018-02-15,2018-02-15T00:00:00Z,6111,1
61112018-02-26,2018-02-26T00:00:00Z,6111,1
61112018-02-27,2018-02-27T00:00:00Z,6111,1
61112018-03-05,2018-03-05T00:00:00Z,6111,1
61112018-03-06,2018-03-06T00:00:00Z,6111,1
61112018-04-18,2018-04-18T00:00:00Z,6111,1
61112018-07-19,2018-07-19T00:00:00Z,6111,1
61112018-07-28,2018-07-28T00:00:00Z,6111,1
61112018-07-29,2018-07-29T00:00:00Z,6111,1
61112018-08-08,2018-08-08T00:00:00Z,6111,1
61112018-08-27,2018-08-27T00:00:00Z,6111,1
61112018-08-28,2018-08-28T00:00:00Z,6111,1
61112018-09-07,2018-09-07T00:00:00Z,6111,1
61112018-09-08,2018-09-08T00:00:00Z,6111,1
61112018-10-10,2018-10-10T00:00:00Z,6111,1
61112018-10-11,2018-10-11T00:00:00Z,6111,1
61112018-10-12,2018-10-12T00:00:00Z,6111,1
61112018-10-13,2018-10-13T00:00:00Z,6111,1
61112018-10-14,2018-10-14T00:00:00Z,6111,1
61112018-10-15,2018-10-15T00:00:00Z,6111,1
61112018-10-16,2018-10-16T00:00:00Z,6111,1
61112018-10-24,2018-10-24T00:00:00Z,6111,1
61112018-11-09,2018-11-09T00:00:00Z,6111,1
61112018-11-10,2018-11-10T00:00:00Z,6111,1
61112018-11-11,2018-11-11T00:00:00Z,6111,1
61112018-12-13,2018-12-13T00:00:00Z,6111,1
61112018-12-14,2018-12-14T00:00:00Z,6111,1
61112019-02-02,2019-02-02T00:00:00Z,6111,1
61112019-02-03,2019-02-03T00:00:00Z,6111,1
61112019-07-16,2019-07-16T00:00:00Z,6111,1
61112019-07-17,2019-07-17T00:00:00Z,6111,1
61112019-07-18,2019-07-18T00:00:00Z,6111,1
61112019-08-14,2019-08-14T00:00:00Z,6111,1
61112019-08-19,2019-08-19T00:00:00Z,6111,1
61112019-08-20,2019-08-20T00:00:00Z,6111,1
61112019-10-22,2019-10-22T00:00:00Z,6111,1
61112019-10-23,2019-10-23T00:00:00Z,6111,1
61112019-10-24,2019-10-24T00:00:00Z,6111,1
61112019-10-25,2019-10-25T00:00:00Z,6111,1
61112019-10-30,2019-10-30T00:00:00Z,6111,1
61112019-10-31,2019-10-31T00:00:00Z,6111,1
61112019-11-01,2019-11-01T00:00:00Z,6111,1
61112019-11-18,2019-11-18T00:00:00Z,6111,1
61112019-11-19,2019-11-19T00:00:00Z,6111,1
61112019-11-20,2019-11-20T00:00:00Z,6111,1
61112019-11-21,2019-11-21T00:00:00Z,6111,1
61112019-11-22,2019-11-22T00:00:00Z,6111,1
61112019-11-27,2019-11-27T00:00:00Z,6111,1
61112019-12-10,2019-12-10T00:00:00Z,6111,1
61112019-12-11,2019-12-11T00:00:00Z,6111,1
61112019-12-12,2019-12-12T00:00:00Z,6111,1
61112019-12-13,2019-12-13T00:00:00Z,6111,1
61112019-12-17,2019-12-17T00:00:00Z,6111,1
