fipdate,fips_wd,date_wd,exposed_wd
60112018-08-13,6011,2018-08-13,1
60112018-08-14,6011,2018-08-14,1
60112018-08-15,6011,2018-08-15,1
60112018-08-16,6011,2018-08-16,1
60112018-08-17,6011,2018-08-17,1
60112018-08-18,6011,2018-08-18,1
60112018-08-19,6011,2018-08-19,1
60112018-08-20,6011,2018-08-20,1
60112018-08-21,6011,2018-08-21,1
60112018-08-22,6011,2018-08-22,1
60112018-08-23,6011,2018-08-23,1
60112018-08-24,6011,2018-08-24,1
60112018-08-25,6011,2018-08-25,1
60112018-08-26,6011,2018-08-26,1
60112018-08-27,6011,2018-08-27,1
60112018-08-28,6011,2018-08-28,1
60112018-08-29,6011,2018-08-29,1
60112018-08-30,6011,2018-08-30,1
60112018-08-31,6011,2018-08-31,1
60112018-09-01,6011,2018-09-01,1
60112018-09-02,6011,2018-09-02,1
60112018-09-03,6011,2018-09-03,1
60112018-09-04,6011,2018-09-04,1
60112018-09-05,6011,2018-09-05,1
60112018-09-06,6011,2018-09-06,1
60112018-09-07,6011,2018-09-07,1
60112018-09-08,6011,2018-09-08,1
60112018-09-09,6011,2018-09-09,1
60112018-09-10,6011,2018-09-10,1
60112018-09-11,6011,2018-09-11,1
60112018-09-12,6011,2018-09-12,1
60112018-09-13,6011,2018-09-13,1
60112018-09-14,6011,2018-09-14,1
60112018-09-15,6011,2018-09-15,1
60112018-09-16,6011,2018-09-16,1
60112018-09-17,6011,2018-09-17,1
60112018-09-18,6011,2018-09-18,1
60112018-09-19,6011,2018-09-19,1
60112018-09-20,6011,2018-09-20,1
60112018-09-21,6011,2018-09-21,1
60112018-09-22,6011,2018-09-22,1
60112018-09-23,6011,2018-09-23,1
60112018-09-24,6011,2018-09-24,1
60112018-09-25,6011,2018-09-25,1
60112018-09-26,6011,2018-09-26,1
60112018-09-27,6011,2018-09-27,1
60212018-07-27,6021,2018-07-27,1
60212018-07-28,6021,2018-07-28,1
60212018-07-29,6021,2018-07-29,1
60212018-07-30,6021,2018-07-30,1
60212018-07-31,6021,2018-07-31,1
60212018-08-01,6021,2018-08-01,1
60212018-08-02,6021,2018-08-02,1
60212018-08-03,6021,2018-08-03,1
60212018-08-04,6021,2018-08-04,1
60212018-08-05,6021,2018-08-05,1
60212018-08-06,6021,2018-08-06,1
60212018-08-07,6021,2018-08-07,1
60212018-08-08,6021,2018-08-08,1
60212018-08-09,6021,2018-08-09,1
60212018-08-10,6021,2018-08-10,1
60212018-08-11,6021,2018-08-11,1
60212018-08-12,6021,2018-08-12,1
60212018-08-13,6021,2018-08-13,1
60212018-08-14,6021,2018-08-14,1
60212018-08-15,6021,2018-08-15,1
60212018-08-16,6021,2018-08-16,1
60212018-08-17,6021,2018-08-17,1
60212018-08-18,6021,2018-08-18,1
60212018-08-19,6021,2018-08-19,1
60212018-08-20,6021,2018-08-20,1
60212018-08-21,6021,2018-08-21,1
60212018-08-22,6021,2018-08-22,1
60212018-08-23,6021,2018-08-23,1
60212018-08-24,6021,2018-08-24,1
60212018-08-25,6021,2018-08-25,1
60212018-08-26,6021,2018-08-26,1
60212018-08-27,6021,2018-08-27,1
60212018-08-28,6021,2018-08-28,1
60212018-08-29,6021,2018-08-29,1
60212018-08-30,6021,2018-08-30,1
60212018-08-31,6021,2018-08-31,1
60212018-09-01,6021,2018-09-01,1
60212018-09-02,6021,2018-09-02,1
60212018-09-03,6021,2018-09-03,1
60212018-09-04,6021,2018-09-04,1
60212018-09-05,6021,2018-09-05,1
60212018-09-06,6021,2018-09-06,1
60212018-09-07,6021,2018-09-07,1
60212018-09-08,6021,2018-09-08,1
60212018-09-09,6021,2018-09-09,1
60212018-09-10,6021,2018-09-10,1
60212018-09-11,6021,2018-09-11,1
60212018-09-12,6021,2018-09-12,1
60212018-09-13,6021,2018-09-13,1
60212018-09-14,6021,2018-09-14,1
60212018-09-15,6021,2018-09-15,1
60212018-09-16,6021,2018-09-16,1
60212018-09-17,6021,2018-09-17,1
60212018-09-18,6021,2018-09-18,1
60212018-09-19,6021,2018-09-19,1
60212018-09-20,6021,2018-09-20,1
60212018-09-21,6021,2018-09-21,1
60212018-09-22,6021,2018-09-22,1
60212018-09-23,6021,2018-09-23,1
60212018-09-24,6021,2018-09-24,1
60212018-09-25,6021,2018-09-25,1
60212018-09-26,6021,2018-09-26,1
60212018-09-27,6021,2018-09-27,1
60332018-07-27,6033,2018-07-27,1
60332018-07-28,6033,2018-07-28,1
60332018-07-29,6033,2018-07-29,1
60332018-07-30,6033,2018-07-30,1
60332018-07-31,6033,2018-07-31,1
60332018-08-01,6033,2018-08-01,1
60332018-08-02,6033,2018-08-02,1
60332018-08-03,6033,2018-08-03,1
60332018-08-04,6033,2018-08-04,1
60332018-08-05,6033,2018-08-05,1
60332018-08-06,6033,2018-08-06,1
60332018-08-07,6033,2018-08-07,1
60332018-08-08,6033,2018-08-08,1
60332018-08-09,6033,2018-08-09,1
60332018-08-10,6033,2018-08-10,1
60332018-08-11,6033,2018-08-11,1
60332018-08-12,6033,2018-08-12,1
60332018-08-13,6033,2018-08-13,1
60332018-08-14,6033,2018-08-14,1
60332018-08-15,6033,2018-08-15,1
60332018-08-16,6033,2018-08-16,1
60332018-08-17,6033,2018-08-17,1
60332018-08-18,6033,2018-08-18,1
60332018-08-19,6033,2018-08-19,1
60332018-08-20,6033,2018-08-20,1
60332018-08-21,6033,2018-08-21,1
60332018-08-22,6033,2018-08-22,1
60332018-08-23,6033,2018-08-23,1
60332018-08-24,6033,2018-08-24,1
60332018-08-25,6033,2018-08-25,1
60332018-08-26,6033,2018-08-26,1
60332018-08-27,6033,2018-08-27,1
60332018-08-28,6033,2018-08-28,1
60332018-08-29,6033,2018-08-29,1
60332018-08-30,6033,2018-08-30,1
60332018-08-31,6033,2018-08-31,1
60332018-09-01,6033,2018-09-01,1
60332018-09-02,6033,2018-09-02,1
60332018-09-03,6033,2018-09-03,1
60332018-09-04,6033,2018-09-04,1
60332018-09-05,6033,2018-09-05,1
60332018-09-06,6033,2018-09-06,1
60332018-09-07,6033,2018-09-07,1
60332018-09-08,6033,2018-09-08,1
60332018-09-09,6033,2018-09-09,1
60332018-09-10,6033,2018-09-10,1
60332018-09-11,6033,2018-09-11,1
60332018-09-12,6033,2018-09-12,1
60332018-09-13,6033,2018-09-13,1
60332018-09-14,6033,2018-09-14,1
60332018-09-15,6033,2018-09-15,1
60332018-09-16,6033,2018-09-16,1
60332018-09-17,6033,2018-09-17,1
60332018-09-18,6033,2018-09-18,1
60332018-09-19,6033,2018-09-19,1
60332018-09-20,6033,2018-09-20,1
60332018-09-21,6033,2018-09-21,1
60332018-09-22,6033,2018-09-22,1
60332018-09-23,6033,2018-09-23,1
60332018-09-24,6033,2018-09-24,1
60332018-09-25,6033,2018-09-25,1
60332018-09-26,6033,2018-09-26,1
60332018-09-27,6033,2018-09-27,1
60452018-07-27,6045,2018-07-27,1
60452018-07-28,6045,2018-07-28,1
60452018-07-29,6045,2018-07-29,1
60452018-07-30,6045,2018-07-30,1
60452018-07-31,6045,2018-07-31,1
60452018-08-01,6045,2018-08-01,1
60452018-08-02,6045,2018-08-02,1
60452018-08-03,6045,2018-08-03,1
60452018-08-04,6045,2018-08-04,1
60452018-08-05,6045,2018-08-05,1
60452018-08-06,6045,2018-08-06,1
60452018-08-07,6045,2018-08-07,1
60452018-08-08,6045,2018-08-08,1
60452018-08-09,6045,2018-08-09,1
60452018-08-10,6045,2018-08-10,1
60452018-08-11,6045,2018-08-11,1
60452018-08-12,6045,2018-08-12,1
60452018-08-13,6045,2018-08-13,1
60452018-08-14,6045,2018-08-14,1
60452018-08-15,6045,2018-08-15,1
60452018-08-16,6045,2018-08-16,1
60452018-08-17,6045,2018-08-17,1
60452018-08-18,6045,2018-08-18,1
60452018-08-19,6045,2018-08-19,1
60452018-08-20,6045,2018-08-20,1
60452018-08-21,6045,2018-08-21,1
60452018-08-22,6045,2018-08-22,1
60452018-08-23,6045,2018-08-23,1
60452018-08-24,6045,2018-08-24,1
60452018-08-25,6045,2018-08-25,1
60452018-08-26,6045,2018-08-26,1
60452018-08-27,6045,2018-08-27,1
60452018-08-28,6045,2018-08-28,1
60452018-08-29,6045,2018-08-29,1
60452018-08-30,6045,2018-08-30,1
60452018-08-31,6045,2018-08-31,1
60452018-09-01,6045,2018-09-01,1
60452018-09-02,6045,2018-09-02,1
60452018-09-03,6045,2018-09-03,1
60452018-09-04,6045,2018-09-04,1
60452018-09-05,6045,2018-09-05,1
60452018-09-06,6045,2018-09-06,1
60452018-09-07,6045,2018-09-07,1
60452018-09-08,6045,2018-09-08,1
60452018-09-09,6045,2018-09-09,1
60452018-09-10,6045,2018-09-10,1
60452018-09-11,6045,2018-09-11,1
60452018-09-12,6045,2018-09-12,1
60452018-09-13,6045,2018-09-13,1
60452018-09-14,6045,2018-09-14,1
60452018-09-15,6045,2018-09-15,1
60452018-09-16,6045,2018-09-16,1
60452018-09-17,6045,2018-09-17,1
60452018-09-18,6045,2018-09-18,1
60452018-09-19,6045,2018-09-19,1
60452018-09-20,6045,2018-09-20,1
60452018-09-21,6045,2018-09-21,1
60452018-09-22,6045,2018-09-22,1
60452018-09-23,6045,2018-09-23,1
60452018-09-24,6045,2018-09-24,1
60452018-09-25,6045,2018-09-25,1
60452018-09-26,6045,2018-09-26,1
60452018-09-27,6045,2018-09-27,1
60652019-10-10,6065,2019-10-10,1
60652019-10-11,6065,2019-10-11,1
60652019-10-12,6065,2019-10-12,1
60732018-06-06,6073,2018-06-06,1
6073NA,6073,NA,1
60372019-10-10,6037,2019-10-10,1
60372019-10-11,6037,2019-10-11,1
60372019-10-12,6037,2019-10-12,1
60372019-10-13,6037,2019-10-13,1
60372019-10-14,6037,2019-10-14,1
60372019-10-15,6037,2019-10-15,1
60372019-10-16,6037,2019-10-16,1
60372019-10-17,6037,2019-10-17,1
60372019-10-18,6037,2019-10-18,1
60372019-10-19,6037,2019-10-19,1
60372019-10-20,6037,2019-10-20,1
60372019-10-21,6037,2019-10-21,1
60372019-10-22,6037,2019-10-22,1
60372019-10-23,6037,2019-10-23,1
60372019-10-24,6037,2019-10-24,1
60372019-10-25,6037,2019-10-25,1
60372019-10-26,6037,2019-10-26,1
60112019-06-08,6011,2019-06-08,1
60112019-06-09,6011,2019-06-09,1
60112019-06-10,6011,2019-06-10,1
60112019-06-11,6011,2019-06-11,1
60112019-06-12,6011,2019-06-12,1
60112019-06-13,6011,2019-06-13,1
60112019-06-14,6011,2019-06-14,1
60112019-06-15,6011,2019-06-15,1
61132019-06-08,6113,2019-06-08,1
61132019-06-09,6113,2019-06-09,1
61132019-06-10,6113,2019-06-10,1
61132019-06-11,6113,2019-06-11,1
61132019-06-12,6113,2019-06-12,1
61132019-06-13,6113,2019-06-13,1
61132019-06-14,6113,2019-06-14,1
61132019-06-15,6113,2019-06-15,1
60652019-10-13,6065,2019-10-13,1
60652019-10-14,6065,2019-10-14,1
60652019-10-15,6065,2019-10-15,1
60712019-10-10,6071,2019-10-10,1
60712019-10-11,6071,2019-10-11,1
60712019-10-12,6071,2019-10-12,1
60712019-10-13,6071,2019-10-13,1
60712019-10-14,6071,2019-10-14,1
60712019-10-15,6071,2019-10-15,1
61032018-06-23,6103,2018-06-23,1
6103NA,6103,NA,1
61152019-09-07,6115,2019-09-07,1
61152019-09-08,6115,2019-09-08,1
61152019-09-09,6115,2019-09-09,1
60272019-09-04,6027,2019-09-04,1
60272019-09-05,6027,2019-09-05,1
60272019-09-06,6027,2019-09-06,1
60272019-09-07,6027,2019-09-07,1
60272019-09-08,6027,2019-09-08,1
60272019-09-09,6027,2019-09-09,1
60272019-09-10,6027,2019-09-10,1
60272019-09-11,6027,2019-09-11,1
60272019-09-12,6027,2019-09-12,1
60272019-09-13,6027,2019-09-13,1
60272019-09-14,6027,2019-09-14,1
60272019-09-15,6027,2019-09-15,1
60272019-09-16,6027,2019-09-16,1
60272019-09-17,6027,2019-09-17,1
60272019-09-18,6027,2019-09-18,1
60272019-09-19,6027,2019-09-19,1
60272019-09-20,6027,2019-09-20,1
60272019-09-21,6027,2019-09-21,1
60272019-09-22,6027,2019-09-22,1
60272019-09-23,6027,2019-09-23,1
60272019-09-24,6027,2019-09-24,1
60272019-09-25,6027,2019-09-25,1
60272019-09-26,6027,2019-09-26,1
60272019-09-27,6027,2019-09-27,1
60272019-09-28,6027,2019-09-28,1
60272019-09-29,6027,2019-09-29,1
60272019-09-30,6027,2019-09-30,1
60272019-10-01,6027,2019-10-01,1
60272019-10-02,6027,2019-10-02,1
60272019-10-03,6027,2019-10-03,1
60272019-10-04,6027,2019-10-04,1
60272019-10-05,6027,2019-10-05,1
60272019-10-06,6027,2019-10-06,1
60272019-10-07,6027,2019-10-07,1
60272019-10-08,6027,2019-10-08,1
60272019-10-09,6027,2019-10-09,1
60272019-10-10,6027,2019-10-10,1
60272019-10-11,6027,2019-10-11,1
60272019-10-12,6027,2019-10-12,1
60272019-10-13,6027,2019-10-13,1
60272019-10-14,6027,2019-10-14,1
60272019-10-15,6027,2019-10-15,1
60272019-10-16,6027,2019-10-16,1
60272019-10-17,6027,2019-10-17,1
60272019-10-18,6027,2019-10-18,1
60272019-10-19,6027,2019-10-19,1
60272019-10-20,6027,2019-10-20,1
60272019-10-21,6027,2019-10-21,1
60272019-10-22,6027,2019-10-22,1
60272019-10-23,6027,2019-10-23,1
60272019-10-24,6027,2019-10-24,1
60272019-10-25,6027,2019-10-25,1
60272019-10-26,6027,2019-10-26,1
60272019-10-27,6027,2019-10-27,1
60272019-10-28,6027,2019-10-28,1
60272019-10-29,6027,2019-10-29,1
60272019-10-30,6027,2019-10-30,1
60272019-10-31,6027,2019-10-31,1
60272019-11-01,6027,2019-11-01,1
60272019-11-02,6027,2019-11-02,1
60272019-11-03,6027,2019-11-03,1
60272019-11-04,6027,2019-11-04,1
60272019-11-05,6027,2019-11-05,1
60272019-11-06,6027,2019-11-06,1
60272019-11-07,6027,2019-11-07,1
60272019-11-08,6027,2019-11-08,1
60272019-11-09,6027,2019-11-09,1
60272019-11-10,6027,2019-11-10,1
60272019-11-11,6027,2019-11-11,1
60272019-11-12,6027,2019-11-12,1
60272019-11-13,6027,2019-11-13,1
60272019-11-14,6027,2019-11-14,1
60272019-11-15,6027,2019-11-15,1
60272019-11-16,6027,2019-11-16,1
60272019-11-17,6027,2019-11-17,1
60272019-11-18,6027,2019-11-18,1
60272019-11-19,6027,2019-11-19,1
60272019-11-20,6027,2019-11-20,1
60272019-11-21,6027,2019-11-21,1
60372019-10-27,6037,2019-10-27,1
60092018-06-29,6009,2018-06-29,1
60092018-06-30,6009,2018-06-30,1
60092018-07-01,6009,2018-07-01,1
60092018-07-02,6009,2018-07-02,1
60092018-07-03,6009,2018-07-03,1
60092018-07-04,6009,2018-07-04,1
60092018-07-05,6009,2018-07-05,1
60092018-07-06,6009,2018-07-06,1
60092018-07-07,6009,2018-07-07,1
60092018-07-08,6009,2018-07-08,1
60092018-07-09,6009,2018-07-09,1
60092018-07-10,6009,2018-07-10,1
60092018-07-11,6009,2018-07-11,1
60092018-07-12,6009,2018-07-12,1
60772018-06-29,6077,2018-06-29,1
60772018-06-30,6077,2018-06-30,1
60772018-07-01,6077,2018-07-01,1
60772018-07-02,6077,2018-07-02,1
60772018-07-03,6077,2018-07-03,1
60772018-07-04,6077,2018-07-04,1
60772018-07-05,6077,2018-07-05,1
60772018-07-06,6077,2018-07-06,1
60772018-07-07,6077,2018-07-07,1
60772018-07-08,6077,2018-07-08,1
60772018-07-09,6077,2018-07-09,1
60772018-07-10,6077,2018-07-10,1
60772018-07-11,6077,2018-07-11,1
60772018-07-12,6077,2018-07-12,1
60992018-06-29,6099,2018-06-29,1
60992018-06-30,6099,2018-06-30,1
60992018-07-01,6099,2018-07-01,1
60992018-07-02,6099,2018-07-02,1
60992018-07-03,6099,2018-07-03,1
60992018-07-04,6099,2018-07-04,1
60992018-07-05,6099,2018-07-05,1
60992018-07-06,6099,2018-07-06,1
60992018-07-07,6099,2018-07-07,1
60992018-07-08,6099,2018-07-08,1
60992018-07-09,6099,2018-07-09,1
60992018-07-10,6099,2018-07-10,1
60992018-07-11,6099,2018-07-11,1
60992018-07-12,6099,2018-07-12,1
60732018-07-06,6073,2018-07-06,1
60732018-07-07,6073,2018-07-07,1
60732018-07-08,6073,2018-07-08,1
60732018-07-09,6073,2018-07-09,1
60732018-07-10,6073,2018-07-10,1
60372018-11-08,6037,2018-11-08,1
60372018-11-09,6037,2018-11-09,1
60372018-11-10,6037,2018-11-10,1
60372018-11-11,6037,2018-11-11,1
60372018-11-12,6037,2018-11-12,1
60372018-11-13,6037,2018-11-13,1
60372018-11-14,6037,2018-11-14,1
60372018-11-15,6037,2018-11-15,1
60372018-11-16,6037,2018-11-16,1
60372018-11-17,6037,2018-11-17,1
60372018-11-18,6037,2018-11-18,1
60372018-11-19,6037,2018-11-19,1
60372018-11-20,6037,2018-11-20,1
60372018-11-21,6037,2018-11-21,1
60372018-11-22,6037,2018-11-22,1
61112018-11-17,6111,2018-11-17,1
61112018-11-18,6111,2018-11-18,1
61112018-11-19,6111,2018-11-19,1
61112018-11-20,6111,2018-11-20,1
61112018-11-21,6111,2018-11-21,1
61112018-11-22,6111,2018-11-22,1
